,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
22436,22436,ad pepper media International N.V.,NL0000238145,0,2018-04-18,1,ad pepper media international n.v.: strong growth and significant improvement in ebitda,1.0,NL00002381452018-04-18
22437,22437,Continental AG,DE0005439004,0,2018-04-18,1,continental ag: change of outlook for fy 2018 ,0.0,DE00054390042018-04-18
22438,22438,DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,DE0005498901,0,2018-04-18,1,data modul aktiengesellschaft produktion und vertrieb von elektronischen systemen: preliminary results for the first quarter of the fiscal year 2018,0.0,DE00054989012018-04-18
22439,22439,IMMOFINANZ AG,AT0000A21KS2,0,2018-04-18,1,immofinanz announces the purchase of approx. 19.5 million bearer shares of s immo ag ,0.0,AT0000A21KS22018-04-18
22440,22440,Phoenix Solar Aktiengesellschaft,DE000A0BVU93,0,2018-04-18,1,phoenix solar aktiengesellschaft: decision to file application related to change sub-segment of the stock exchange,1.0,DE000A0BVU932018-04-18
22441,22441,Airopack Technology Group AG,CH0242606942,0,2018-04-18,1,airopack technology group ag: shareholders at airopack technology group ag approve all motions of the board of directors at the annual general meeting of 18 april 2018,0.0,CH02426069422018-04-18
22442,22442,GEA Group Aktiengesellschaft,DE0006602006,0,2018-04-18,1,gea group aktiengesellschaft: gea's cfo to take early retirement from his position on the executive board,1.0,DE00066020062018-04-18
22443,22443,Orascom Development Holding AG,CH0038285679,0,2018-04-19,1,orascom development holding ag:  2017 annual report on website,1.0,CH00382856792018-04-19
22444,22444,Deutsche Industrie REIT-AG,DE000A2G9LL1,0,2018-04-19,1,deutsche industrie reit-ag: ​capital increase of deutsche industrie reit-ag completely placed,1.0,DE000A2G9LL12018-04-19
22445,22445,ADLER Real Estate AG,DE0005008007,0,2018-04-19,1,"adler real estate ag: adler real estate ag resolves buyback of up to eur 200,000,000 aggregate principal amount of existing notes to be financed via the issuance of new unsubordinated unsecured notes",1.0,DE00050080072018-04-19
22446,22446,BUWOG AG,AT00BUWOG001,0,2018-04-19,1,buwog ag: application of the newly applicable regulations of ifrs 15 in buwog group ,1.0,AT00BUWOG0012018-04-19
22447,22447,HanseYachts AG,DE000A0KF6M8,0,2018-04-19,1,hanseyachts aktiengesellschaft: preliminary q3 result 2017/2018 and forecast adjustment for 2017/2018 financial year,0.0,DE000A0KF6M82018-04-19
22448,22448,OTI Greentech AG,DE000A2TSL22,0,2018-04-19,1,oti greentech ag: proposal to be made to the next ordinary general meeting to pass a resolution on a simplified capital reduction,0.0,DE000A2TSL222018-04-19
22449,22449,7C Solarparken AG,DE000A11QW68,0,2018-04-19,1,7c solarparken ag : the management board and the supervisory board propose a dividend of eur 0.10 per share for the financial year 2017  ,0.0,DE000A11QW682018-04-19
22450,22450,BB BIOTECH AG,CH0038389992,0,2018-04-20,1,bb biotech share gains value in first quarter 2018 - several large-cap biotech companies trading at well below fundamental value,0.0,CH00383899922018-04-20
22451,22451,innogy SE,DE000A2AADD2,0,2018-04-20,1,innogy se: innogy se grants due diligence regarding certain business activities,0.0,DE000A2AADD22018-04-20
22452,22452,Mutares SE & Co. KGaA,DE000A2NB650,0,2018-04-20,1,mutares ag: management board and supervisory board propose increase of dividend to eur 1.00 per share,0.0,DE000A2NB6502018-04-20
22453,22453,Petro Welt Technologies AG,AT0000A00Y78,0,2018-04-20,1,petro welt technologies ag: the supervisory board officially approves the consolidated financial statements for 2017,1.0,AT0000A00Y782018-04-20
22454,22454,German Startups Group GmbH & Co. KGaA,DE000A1MMEV4,0,2018-04-20,1,german startups group gmbh & co. kgaa: management resolves buyback of own shares through the stock exchange,1.0,DE000A1MMEV42018-04-20
22455,22455,METRO AG,DE000BFB0019,0,2018-04-20,1,metro ag adjusts outlook for the financial year 2017/18,0.0,DE000BFB00192018-04-20
22457,22457,MOLOGEN AG,DE000A2LQ900,0,2018-04-20,1,chief executive officer of mologen ag will not extend executive board mandate expiring in october 2018,0.0,DE000A2LQ9002018-04-20
22458,22458,Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2018-04-21,1,fresenius medical care ag & co. kgaa: fresenius medical care sells sound inpatient physicians holdings for $2.15 billion ,0.0,DE00057858022018-04-21
22459,22459,Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2018-04-22,1,fresenius medical care ag & co. kgaa adjusts its 2018 revenue growth target and confirms its net income growth target ,0.0,DE00057858022018-04-22
22460,22460,Fresenius SE & Co. KGaA,DE0005785604,0,2018-04-22,1,fresenius se & co. kgaa: fresenius terminates merger agreement with akorn,1.0,DE00057856042018-04-22
22461,22461,PANTAFLIX AG,DE000A12UPJ7,0,2018-04-22,1,pantaflix ag: stefan langefeld appointed new ceo of pantaflix ag - dan maag to lead the production business,0.0,DE000A12UPJ72018-04-22
22462,22462,Mutares SE & Co. KGaA,DE000A2NB650,0,2018-04-23,1,mutares ag: subsidiary sts group ag plans ipo,1.0,DE000A2NB6502018-04-23
22463,22463,Singulus Technologies AG,DE000A1681X5,0,2018-04-23,1,singulus technologies enters agreement for the delivery of wet-chemical machines in low double-digit eur range - prepayment already received,1.0,DE000A1681X52018-04-23
22464,22464,SÜSS MicroTec SE,DE000A1K0235,0,2018-04-23,1,süss microtec se: financial figures for the first quarter 2018,1.0,DE000A1K02352018-04-23
22465,22465,PNE AG,DE000A0JBPG2,0,2018-04-23,1,pne wind ag: interest rate on the corporate bond fixed at 4% p.a. and thus at the lower end of the range,0.0,DE000A0JBPG22018-04-23
22466,22466,GxP German Properties AG,DE000A2E4L00,0,2018-04-23,1,gxp german properties ag: change in management board,1.0,DE000A2E4L002018-04-23
22467,22467,Philion SE,DE000A1X3WF3,0,2018-04-23,1,philion se publishes preliminary figures for its subsidiary fexcom for 2017 and gives strategic outlook,1.0,DE000A1X3WF32018-04-23
22468,22468,Fresenius SE & Co. KGaA,DE0005785604,0,2018-04-23,1,"fresenius se & co. kgaa: akorn, inc. sues fresenius for consummation of merger agreement after its termination by fresenius",1.0,DE00057856042018-04-23
22469,22469,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DE0008430026,0,2018-04-23,1,good preliminary result for q1/2018,1.0,DE00084300262018-04-23
22470,22470,SLEEPZ AG,DE000A2E3772,0,2018-04-24,1,sleepz ag: consolidated figures 2017,1.0,DE000A2E37722018-04-24
22471,22471,PNE AG,DE000A0JBPG2,0,2018-04-24,1,pne wind ag: successful placement of a eur 50 million corporate bond,0.0,DE000A0JBPG22018-04-24
22472,22472,Deutsche Börse AG,DE0005810055,0,2018-04-24,1,deutsche börse ag: potential personal and structural changes to the executive board,1.0,DE00058100552018-04-24
22473,22473,OSRAM Licht AG,DE000LED4000,0,2018-04-24,1,osram licht ag: osram adjusts outlook for fiscal year 2018,0.0,DE000LED40002018-04-24
22474,22474,Eyemaxx Real Estate AG,DE000A0V9L94,0,2018-04-24,1,eyemaxx real estate ag: eyemaxx receives sufficient funding to implement its growth strategy from the new corporate bond  ,1.0,DE000A0V9L942018-04-24
22477,22477,SGL CARBON SE,DE0007235301,0,2018-04-24,1,sgl carbon se: preliminary results 1st quarter 2018: high positive one-time effects and good operational development lead to slight increase in 2018 net income guidance,0.0,DE00072353012018-04-24
22478,22478,LPKF Laser & Electronics Aktiengesellschaft,DE0006450000,0,2018-04-24,1,lpkf announces preliminary figures for the first quarter of 2018,0.0,DE00064500002018-04-24
22479,22479,SLEEPZ AG,DE000A2E3772,0,2018-04-25,1,sleepz ag  resolves capital increase for contributions in kind of around eur 3.5 million for acquisition of shares in sleepz home gmbh,1.0,DE000A2E37722018-04-25
22480,22480,Vectron Systems AG,DE000A0KEXC7,0,2018-04-25,1,vectron systems ag: silvia ostermann becomes coo,0.0,DE000A0KEXC72018-04-25
22482,22482,Linde AG,DE0006483001,0,2018-04-25,1,"linde ag: linde plc, linde and praxair intend cash merger squeeze out for linde ag after completion of business combination",1.0,DE00064830012018-04-25
22483,22483,OHB SE,DE0005936124,0,2018-04-25,1,ohb se: ohb system ag proposal for plato project selected by esa,0.0,DE00059361242018-04-25
22484,22484,Gigaset AG,DE0005156004,0,2018-04-25,1,supervisory board of gigaset ag approves financing for investments of up to eur 20 million,1.0,DE00051560042018-04-25
22485,22485,Sixt SE,DE0007231326,0,2018-04-25,1,sixt se: sixt achieves above-average results in the first quarter and raises profit expectations for 2018,1.0,DE00072313262018-04-25
22486,22486,Deutsche Börse AG,DE0005810055,0,2018-04-25,1,deutsche börse ag: executive board resolves on the cornerstones of the strategy and financial plan until 2020,0.0,DE00058100552018-04-25
22487,22487,Telefónica Deutschland Holding AG,DE000A1J5RX9,0,2018-04-25,1,telefónica deutschland holding ag: chairperson of the supervisory board resigns,0.0,DE000A1J5RX92018-04-25
22489,22489,ASMALLWORLD AG,CH0404880129,0,2018-04-26,1,asmallworld ag: asmallworld ag (aswn) announces signing of call option agreement for luxury travel community ,0.0,CH04048801292018-04-26
22490,22490,Deutsche Bank AG,DE0005140008,0,2018-04-26,1,deutsche bank announces actions to reshape its corporate & investment bank and additional cost-cutting measures,0.0,DE00051400082018-04-26
22491,22491,H&R GmbH & Co. KGaA,DE000A2E4T77,0,2018-04-26,1,"h&r gmbh & co. kgaa: robust preliminary figures for the first quarter of 2018, as expected",1.0,DE000A2E4T772018-04-26
22492,22492,MOLOGEN AG,DE000A2LQ900,0,2018-04-26,1,mologen ag plans to propose to the annual general meeting a resolution on a simplified capital reduction ,0.0,DE000A2LQ9002018-04-26
22493,22493,Singulus Technologies AG,DE000A1681X5,0,2018-04-26,1,singulus technologies reports the receipt of the agreed double-digit million euro prepayment for cigs production machines ,1.0,DE000A1681X52018-04-26
22494,22494,Aurubis AG,DE0006766504,0,2018-04-26,1,aurubis ag: aurubis increases full-year forecast due to high quarterly result,1.0,DE00067665042018-04-26
22495,22495,Salzgitter AG,DE0006202005,0,2018-04-26,1,salzgitter group revises its 2018 forecast upward following strong start to the year,1.0,DE00062020052018-04-26
22496,22496,Airbus SE,NL0000235190,0,2018-04-27,1,"airbus se: airbus reports first quarter (q1) 2018 results, confirms guidance",1.0,NL00002351902018-04-27
22497,22497,ASMALLWORLD AG,CH0404880129,0,2018-04-27,1,asmallworld ag: asmallworld ag (aswn) responds to the bafin statement,1.0,CH04048801292018-04-27
22498,22498,LPKF Laser & Electronics Aktiengesellschaft,DE0006450000,0,2018-04-27,1,lpkf reduces the size of its management board ,1.0,DE00064500002018-04-27
22499,22499,mybet Holding SE,DE000A2LQ009,0,2018-04-27,1,mybet holding se postpones deadlines for submission of the annual and consolidated financial statements for 2017,0.0,DE000A2LQ0092018-04-27
22500,22500,Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2018-04-27,1,eckert & ziegler: defining the parameters of the public share buyback offer,1.0,DE00056597002018-04-27
22501,22501,Constantin Medien AG,DE0009147207,0,2018-04-27,1,constantin medien ag: constantin medien ag files suits against kf 15 gmbh and kuhn rechtsanwälte,1.0,DE00091472072018-04-27
22502,22502,BAUER Aktiengesellschaft,DE0005168108,0,2018-04-27,1,bauer aktiengesellschaft: bauer ag is planning a change in the position of the chairman of the management board and on the supervisory board,0.0,DE00051681082018-04-27
22503,22503,Deutsche Telekom AG,DE0005557508,0,2018-04-29,1,"deutsche telekom ag: t-mobile us, inc. announces plans to combine with sprint corp. in a stock for stock merger",0.0,DE00055575082018-04-29
22504,22504,OTI Greentech AG,DE000A2TSL22,0,2018-04-30,1,"oti greentech ag: temporary suspension of interest payment on convertible bonds, ongoing promising negotiations with bondholders re restructuring ",1.0,DE000A2TSL222018-04-30
22505,22505,Ringmetall Aktiengesellschaft,DE0006001902,0,2018-04-30,1,ringmetall aktiengesellschaft: change of listing from open market to the regulated market on the frankfurt stock exchange,0.0,DE00060019022018-04-30
22506,22506,FinLab AG,DE0001218063,0,2018-04-30,1,finlab ag: finlab ag resolves capital increase from authorised capital with a total volume of approx. 5.2 mio. eur,1.0,DE00012180632018-04-30
22507,22507,German Startups Group GmbH & Co. KGaA,DE000A1MMEV4,0,2018-04-30,1,german startups group gmbh & co. kgaa: buyback of own shares through the stock exchange,1.0,DE000A1MMEV42018-04-30
22508,22508,VERBIO Vereinigte BioEnergie AG,DE000A0JL9W6,0,2018-04-30,1,verbio vereinigte bioenergie ag: verbio adjusts its earnings forecast for financial year 2017/2018 following weak third quarter.,0.0,DE000A0JL9W62018-04-30
22509,22509,Westag & Getalit AG,DE0007775231,0,2018-04-30,1,westag & getalit ag: sales revenues and earnings pick up slightly in q1 2018,1.0,DE00077752312018-04-30
22510,22510,Leclanché SA,CH0110303119,0,2018-04-30,1,leclanché sa:  leclanché will announce 2017 annual results on 4th may 2018,1.0,CH01103031192018-04-30
22511,22511,Elanix Biotechnologies AG,DE000A0WMJQ4,0,2018-04-30,1,elanix biotechnologies ag secures up to eur 2.5 million seda (standby equity distribution agreement) financing,1.0,DE000A0WMJQ42018-04-30
22512,22512,ROY Asset Holding SE,DE000RYSE888,0,2018-05-01,1,"roy ceramics se: participation in the project development of a multi-family high-rise in houston, texas",1.0,DE000RYSE8882018-05-01
22513,22513,mybet Holding SE,DE000A2LQ009,0,2018-05-02,1,"mybet holding se resolves to increase share capital with the exclusion of subscription rights, to issue additional convertible bonds and to take out a short-term loan",0.0,DE000A2LQ0092018-05-02
22514,22514,STEMMER IMAGING AG,DE000A2G9MZ9,0,2018-05-02,1,stemmer imaging ag publishes provisional nine-month figures for 2017/2018: increasing growth momentum in the third quarter,1.0,DE000A2G9MZ92018-05-02
22515,22515,LPKF Laser & Electronics Aktiengesellschaft,DE0006450000,0,2018-05-02,1,cfo kai bentz leaves the management board of lpkf laser & electronics ag,0.0,DE00064500002018-05-02
22516,22516,Expedeon AG,DE000A2YN801,0,2018-05-02,1,sygnis ag: - sygnis obtains finance to close the acquisition of the australian tgr biosciences pty ltd -,1.0,DE000A2YN8012018-05-02
22517,22517,KSB SE & Co. KGaA,DE0006292030,0,2018-05-02,1,"ksb se & co. kgaa: provisions for a former project in the pumps segment in great britain put a burden on earnings before interest and taxes (ebit) amounting to approx. eur 25 million; as a result, the group's ebit for 2018 is expected to be below the previous year's figure",1.0,DE00062920302018-05-02
22518,22518,Orascom Development Holding AG,CH0038285679,0,2018-05-03,1,orascom development holding ag (odh) has successfully completed the sale of its egyptian hotel 'citadel azur hotel' for an enterprise value of usd 50.0 million as part of the group's strategy to monetize its non-core assets. ,0.0,CH00382856792018-05-03
22519,22519,ASMALLWORLD AG,CH0404880129,0,2018-05-03,1,asmallworld ag: asmallworld (aswn) introduces the world's most exclusive travel memberships,0.0,CH04048801292018-05-03
22521,22521,AEVIS VICTORIA SA,CH0478634105,0,2018-05-03,1,aevis victoria sa - general meeting of shareholders of 24 may 2018,1.0,CH04786341052018-05-03
22522,22522,Accentro Real Estate AG,DE000A0KFKB3,0,2018-05-03,1,accentro real estate ag: accentro acquires privatisation properties in a central location in berlin,1.0,DE000A0KFKB32018-05-03
22523,22523,Nexway AG,DE000A2E3707,0,2018-05-03,1,asknet ag: ceo tobias kaulfuss will leave the executive board for the 2018 annual general meeting and is nominated for supervisory board election,0.0,DE000A2E37072018-05-03
22525,22525,ifa systems AG,DE0007830788,0,2018-05-03,1,ifa systems ag: publication of preliminary figures for the 2017 financial year,0.0,DE00078307882018-05-03
22527,22527,Leclanché SA,CH0110303119,0,2018-05-03,1,leclanché sa: leclanché announces its full year 2017 financial results,0.0,CH01103031192018-05-03
22528,22528,Gesco AG,DE000A1K0201,0,2018-05-04,1,gesco raises its operating outlook for 2017/2018 and recognizes expenses from antitrust proceedings,1.0,DE000A1K02012018-05-04
22529,22529,Scout24 AG,DE000A12DM80,0,2018-05-04,1,scout24 ag: changes to the supervisory board of scout24 ag,0.0,DE000A12DM802018-05-04
22530,22530,Borussia Dortmund GmbH & Co. KGaA,DE0005493092,0,2018-05-07,1,borussia dortmund announces preliminary results for the third quarter (q3) of the fiscal year 2017/2018,0.0,DE00054930922018-05-07
22531,22531,NORMA Group SE,DE000A1H8BV3,0,2018-05-07,1,norma group se: norma group se increases its sales forecast for financial year 2018,1.0,DE000A1H8BV32018-05-07
22533,22533,INTERSHOP COMMUNICATIONS AG,DE000A0EPUH1,0,2018-05-07,1,"intershop communications ag decides to increase capital against cash contributions and places roughly 3,168 million shares at issue price of eur 1.62",0.0,DE000A0EPUH12018-05-07
22534,22534,Deutsche Rohstoff AG,DE000A0XYG76,0,2018-05-07,1,deutsche rohstoff ag: further strong growth expected,1.0,DE000A0XYG762018-05-07
22535,22535,Schaltbau Holding AG,DE000A2NBTL2,0,2018-05-07,1,schaltbau holding ag: supplementary requests with regard to the agenda of the annual general meeting on 7 june 2018,0.0,DE000A2NBTL22018-05-07
22536,22536,Highlight Event and Entertainment AG,CH0003583256,0,2018-05-07,1,highlight event & entertainment ag and the native sa enter into strategic partnership in digital entertainment & celebrity e-commerce space,1.0,CH00035832562018-05-07
22537,22537,STRATEC SE,DE000STRA555,0,2018-05-07,1,stratec reports preliminary q1 2018 figures,0.0,DE000STRA5552018-05-07
22539,22539,Uniper SE,DE000UNSE018,0,2018-05-07,1,"uniper se: further delay in commissioning of datteln 4, business performance in the first quarter of 2018 ",1.0,DE000UNSE0182018-05-07
22540,22540,Orascom Development Holding AG,CH0038285679,0,2018-05-08,1,orascom development holding ag: annual general meeting approves all proposals of the board of directors,1.0,CH00382856792018-05-08
22541,22541,KAP AG,DE0006208408,0,2018-05-08,1,kap beteiligungs-ag: changes in the supervisory board of kap beteiligungs-ag,1.0,DE00062084082018-05-08
22542,22542,Coreo AG,DE000A0B9VV6,0,2018-05-08,1,"coreo acquires twelve attractive office, residential and commercial properties in top downtown locations",1.0,DE000A0B9VV62018-05-08
22543,22543,Goldbach Group AG,CH0004870942,0,2018-05-09,1,goldbach group ag: goldbach takeover: comco to carry out in-depth review,1.0,CH00048709422018-05-09
22544,22544,3W Power S.A. / AEG Power Solutions,LU1072910919,0,2018-05-09,1,3w power s.a. / aeg power solutions: ad-hoc 3w power / aeg power solutions: ,1.0,LU10729109192018-05-09
22545,22545,NorCom Information Technology GmbH & Co. KGaA,DE000A12UP37,0,2018-05-09,1,norcom information technology ag examines conversion into a limited partnership on shares (kgaa),0.0,DE000A12UP372018-05-09
22546,22546,Zalando SE,DE000ZAL1111,0,2018-05-10,1,zalando se: management board decides to buy back own shares up to eur 50 mio. in value for stock option programs,0.0,DE000ZAL11112018-05-10
22547,22547,Jubii Europe N.V.,NL0000233195,0,2018-05-11,1,jubii europe n.v.: swedish supreme court decided not to grant jubii europe n.v.'s swedish subsidiary yarps network services ab a leave to appeal,0.0,NL00002331952018-05-11
22548,22548,Westag & Getalit AG,DE0007775231,0,2018-05-11,1,westag & getalit ag: new board member appointed for westag & getalit ag,0.0,DE00077752312018-05-11
22549,22549,Bitcoin Group SE,DE000A1TNV91,0,2018-05-11,1,bitcoin group se publishes audited consolidated financial statements for 2017 and forecast for 2018,0.0,DE000A1TNV912018-05-11
22550,22550,Schaltbau Holding AG,DE000A2NBTL2,0,2018-05-11,1,"schaltbau holding ag: dr albrecht köhler, currently a member of the supervisory board, replaces dr bertram stausberg as spokesman of the executive board; volker kregelin appointed as chief officer for mobile and stationary transportation technology",1.0,DE000A2NBTL22018-05-11
22551,22551,CENTROTEC Sustainable AG,DE0005407506,0,2018-05-11,1,"centrotec sustainable ag resolves on public share buyback offer for up to 1,764,652 shares",1.0,DE00054075062018-05-11
22552,22552,German Startups Group GmbH & Co. KGaA,DE000A1MMEV4,0,2018-05-14,1,german startups group gmbh & co. kgaa: german startups group receives purchase offer for its stake in exozet and enters into sales negotiations,1.0,DE000A1MMEV42018-05-14
22553,22553,Airbus SE,NL0000235190,0,2018-05-14,1,airbus se: airbus cfo harald wilhelm leaves with ceo in 2019,0.0,NL00002351902018-05-14
22554,22554,HOCHTIEF Aktiengesellschaft,DE0006070006,0,2018-05-14,1,hochtief aktiengesellschaft: results of the takeover offer for abertis,1.0,DE00060700062018-05-14
22555,22555,Mutares SE & Co. KGaA,DE000A2NB650,0,2018-05-14,1,"mutares ag: subsidiary sts group ag plans ipo on june 1, 2018",1.0,DE000A2NB6502018-05-14
22556,22556,HELLA GmbH & Co. KGaA,DE000A13SX22,0,2018-05-14,1,hella gmbh & co. kgaa: hella gmbh & co. kgaa is evaluating strategic options for its wholesale activities and is conducting discussions with potential investors,1.0,DE000A13SX222018-05-14
22557,22557,Orascom Development Holding AG,CH0038285679,0,2018-05-15,1,orascom development holding ag: orascom development egypt (ode); the largest egyptian subsidiary of orascom development holding announces its q1 2018 earnings results.,1.0,CH00382856792018-05-15
22558,22558,CONSUS Real Estate AG,DE000A2DA414,0,2018-05-15,1,consus real estate ag: divestment of commercial assets resulting in eur 68.2 million cash inflow and significant profit,1.0,DE000A2DA4142018-05-15
22559,22559,CEVA Logistics AG,CH0413237394,0,2018-05-15,1,ceva logistics ag: ceva continues to deliver good results in q1 2018,1.0,CH04132373942018-05-15
22560,22560,Tele Columbus AG,DE000TCAG172,0,2018-05-15,1,tele columbus ag adjusts guidance for the financial year 2018,0.0,DE000TCAG1722018-05-15
22561,22561,United Labels AG,DE0005489561,0,2018-05-15,1,united labels ag: improved earnings in first quarter 2018,0.0,DE00054895612018-05-15
22562,22562,Leclanché SA,CH0110303119,0,2018-05-15,1,leclanché sa: invitation to the upcoming annual general meeting of shareholders,0.0,CH01103031192018-05-15
22563,22563,Daimler AG,DE0007100000,0,2018-05-16,1,daimler ag: ,1.0,DE00071000002018-05-16
22564,22564,EASY SOFTWARE AG,DE000A2YN991,0,2018-05-16,1,easy software ag: changes to management board of easy software ag,1.0,DE000A2YN9912018-05-16
22565,22565,CEVA Logistics AG,CH0413237394,0,2018-05-17,1,ceva logistics ag: ceva logistics' credit rating upgraded by moody's by four notches to b1,0.0,CH04132373942018-05-17
22566,22566,NORMA Group SE,DE000A1H8BV3,0,2018-05-17,1,norma group se: supervisory board chairman dr. stefan wolf not re-elected,1.0,DE000A1H8BV32018-05-17
22567,22567,Muehlhan AG,DE000A0KD0F7,0,2018-05-17,1,muehlhan ag: muehlhan ag resumes share buyback program ,1.0,DE000A0KD0F72018-05-17
22568,22568,VERIANOS Real Estate Aktiengesellschaft,DE000A0Z2Y48,0,2018-05-17,1,verianos real estate aktiengesellschaft: financial objectives for 2017 achieved - annual financial statement confirmed,0.0,DE000A0Z2Y482018-05-17
22569,22569,DF Deutsche Forfait AG,DE000A2AA204,0,2018-05-17,1,df deutsche forfait ag postpones annual general meeting and quarterly statement ,0.0,DE000A2AA2042018-05-17
22570,22570,HMS Bergbau AG,DE0006061104,0,2018-05-17,1,hms bergbau ag: is planning sale of up to 15 percent of silesian coal international group of companies s.a.,1.0,DE00060611042018-05-17
22571,22571,Expedeon AG,DE000A2YN801,0,2018-05-18,1,sygnis ag: sygnis raises revenue guidance for 2018 after closing the acquisition of tgr biosciences,1.0,DE000A2YN8012018-05-18
22572,22572,Gesco AG,DE000A1K0201,0,2018-05-18,1,change to the executive board of gesco ag ,0.0,DE000A1K02012018-05-18
22573,22573,Evotec SE,DE0005664809,0,2018-05-21,1,evotec and celgene enter into strategic oncology partnership,1.0,DE00056648092018-05-21
22574,22574,Von Roll Holding AG,CH0003245351,0,2018-05-22,1,von roll holding ag: sale of the luhe site,1.0,CH00032453512018-05-22
22575,22575,Grammer AG,DE0005895403,0,2018-05-22,1,grammer ag acquiring us-american tmd group ,0.0,DE00058954032018-05-22
22576,22576,exceet Group SA,LU0472835155,0,2018-05-22,1,exceet group se: exceet prepares potential sale of its micro- and optoelectronics company aemtec gmbh; active portfolio management,0.0,LU04728351552018-05-22
22577,22577,Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2018-05-22,1,"eckert & ziegler has repurchased 125,000 of its own shares as part of its public share buyback offer ",1.0,DE00056597002018-05-22
22578,22578,KAP AG,DE0006208408,0,2018-05-22,1,kap beteiligungs-ag: entering into a purchase agreement on the acquisition of the heiche-group and capital increase through contributions in kind,1.0,DE00062084082018-05-22
22579,22579,Westag & Getalit AG,DE0007775231,0,2018-05-23,1,westag & getalit ag: gethalia foundation and broadview industries ag have reached an agreement on the sale of 75.50 percent of the ordinary shares of westag & getalit ag - announcement of a voluntary public takeover offer,1.0,DE00077752312018-05-23
22580,22580,Senvion S.A.,LU1377527517,0,2018-05-23,1,senvion s.a.: changes to management,0.0,LU13775275172018-05-23
22581,22581,KAP AG,DE0006208408,0,2018-05-23,1,kap beteiligungs-ag: sale of the 94% indirect shareholding in geiger fertigungstechnologie gmbh,1.0,DE00062084082018-05-23
22582,22582,AEVIS VICTORIA SA,CH0478634105,0,2018-05-24,1,aevis victoria sa - general meeting of shareholders: all proposals approved,1.0,CH04786341052018-05-24
22583,22583,Orascom Development Holding AG,CH0038285679,0,2018-05-24,1,orascom development holding ag: orascom development egypt (ode) signs contract for sale of its stake in tamweel group at a total equity valuation of c. chf 20 million.,0.0,CH00382856792018-05-24
22584,22584,HanseYachts AG,DE000A0KF6M8,0,2018-05-25,1,hanseyachts aktiengesellschaft: new financing of eur 15.0 million and early repayment of the 2014/2019 corporate bond,1.0,DE000A0KF6M82018-05-25
22585,22585,Elanix Biotechnologies AG,DE000A0WMJQ4,0,2018-05-28,1,elanix biotechnologies ag resolves a capital increase of up to 10 percent with the exclusion of subscription rights using the authorized capital,0.0,DE000A0WMJQ42018-05-28
22586,22586,publity AG,DE0006972508,0,2018-05-28,1,"publity ag: 3.5% convertible bond of publity ag - change of resolution proposal of publity ag for the vote without meeting in the time period beginning on wednesday, 30 may 2018, at 0:00 hours (cest), and ending on friday, 1 june 2018, at 24:00 hours (cest)",1.0,DE00069725082018-05-28
22589,22589,ASMALLWORLD AG,CH0404880129,0,2018-05-29,1,asmallworld ag (swx: aswn) launches share placement of up to 813'715 new shares via accelerated book-building at chf 11.50 per share,0.0,CH04048801292018-05-29
22590,22590,KPS AG,DE000A1A6V48,0,2018-05-29,1,kps ag: forecast adjustment for fiscal year 2017/2018 and publication of half-year results,0.0,DE000A1A6V482018-05-29
22591,22591,STS Group AG,DE000A1TNU68,0,2018-05-29,1,ipo of sts group ag: offer price per share at at eur 24,0.0,DE000A1TNU682018-05-29
22592,22592,Mutares SE & Co. KGaA,DE000A2NB650,0,2018-05-29,1,mutares ag: issue price for subsidiary sts group ag at eur 24 per share,0.0,DE000A2NB6502018-05-29
22593,22593,ISRA VISION AG,DE0005488100,0,2018-05-30,1,isra vision ag: continued double-digit growth in the first half-year of 2017/2018 - good start into the second half of the year confirms full year guidance - further acquisitions planned ,0.0,DE00054881002018-05-30
22594,22594,CO.DON AG,DE000A1K0227,0,2018-05-30,1,co.don ag: co.don ag sets conversion and strike prices,0.0,DE000A1K02272018-05-30
22595,22595,IVU Traffic Technologies AG,DE0007448508,0,2018-05-30,1,ivu traffic technologies ag: change on the supervisory board,1.0,DE00074485082018-05-30
22596,22596,ASMALLWORLD AG,CH0404880129,0,2018-05-30,1,"asmallworld ag (swx: aswn) completed successful placement of 725'000 newly registered shares, generating gross proceeds of approx. chf 8.3 million",0.0,CH04048801292018-05-30
22597,22597,Epigenomics AG,DE000A11QW50,0,2018-05-30,1,epigenomics ag: american cancer society published its updated colorectal cancer screening guidelines,1.0,DE000A11QW502018-05-30
22598,22598,SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2018-05-30,1,skw stahl-metallurgie holding ag: trustee of skw stahl-metallurgie holding ag rejects dismissal of sole member of management board previously resolved by supervisory board ,1.0,DE000SKWM0212018-05-30
22599,22599,DIALOG SEMICONDUCTOR Plc.,GB0059822006,0,2018-05-31,1,dialog semiconductor updates its 2018 customer business outlook,0.0,GB00598220062018-05-31
22600,22600,Highlight Event and Entertainment AG,CH0003583256,0,2018-05-31,1,2017 annual report,1.0,CH00035832562018-05-31
