,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
27476,40478,Gesco AG,DE000A1K0201,0,2017-03-20,1,gesco ag plans cash capital increase,0.0,DE000A1K02012017-03-20
27477,40480,Lloyd Fonds Aktiengesellschaft,DE000A12UP29,0,2017-03-20,1,lloyd fonds aktiengesellschaft: utilization of profit and dividend for 2016,1.0,DE000A12UP292017-03-20
27478,40486,Peach Property Group AG,CH0118530366,0,2017-03-21,1,peach property group publishes final figures: profits soar to chf 10.4 million with significant expansion in residential portfolio,1.0,CH01185303662017-03-21
27479,40488,Conzzeta AG,CH0244017502,0,2017-03-21,1,conzzeta: result 2016 - accelerated growth and higher operating result,1.0,CH02440175022017-03-21
27480,40490,Gesco AG,DE000A1K0201,0,2017-03-21,1,gesco ag successfully places capital increase with investors ,1.0,DE000A1K02012017-03-21
27481,40492,msg life ag,DE0005130108,0,2017-03-21,1,msg life ag: msg life decides to sell own shares ,1.0,DE00051301082017-03-21
27482,40494,Nexway AG,DE000A2E3707,0,2017-03-21,1,asknet ag informs about shares held by digital river,0.0,DE000A2E37072017-03-21
27484,40498,SolarWorld AG i.I.,DE000A1YCMM2,0,2017-03-21,1,solarworld ag: notice for individual company pursuant to sec. 92 (1) aktg and confirmation of preliminary figures 2016 for solarworld group and of forecast 2017,0.0,DE000A1YCMM22017-03-21
27485,40500,aap Implantate AG,DE0005066609,0,2017-03-21,1,aap implantate ag: sales by keur 514 and ebitda by keur 450 slightly below guidance for financial year 2016 due to failure of distributor to fulfil contractual duties,0.0,DE00050666092017-03-21
27486,40502,KUKA Aktiengesellschaft,DE0006204407,0,2017-03-21,1,kuka aktiengesellschaft: premature reappointment of ceo and cfo,0.0,DE00062044072017-03-21
27487,40504,Carl Zeiss Meditec AG,DE0005313704,0,2017-03-21,1,carl zeiss meditec ag resolves on capital increase from authorized capital,0.0,DE00053137042017-03-21
27488,40506,SÜSS MicroTec SE,DE000A1K0235,0,2017-03-21,1,süss microtec ag: order entry expectation for q1 2017 increased to now eur 35 million to eur 45 million; sales and ebit in q1 2017 are expected to be below the previous year's level,0.0,DE000A1K02352017-03-21
27489,40508,LPKF Laser & Electronics Aktiengesellschaft,DE0006450000,0,2017-03-21,1,ceo dr. ingo bretthauer will not extend his employment contract as a member of the management board of lpkf laser & electronics ag,0.0,DE00064500002017-03-21
27490,40510,Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2017-03-21,1,eckert & ziegler to recommend dividend payment,0.0,DE00056597002017-03-21
27491,40514,SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2017-03-21,1,skw stahl-metallurgie holding ag: skw reaches amicable settlement with ines kolmsee and gerhard ertl,1.0,DE000SKWM0212017-03-21
27492,40517,LifeWatch AG,CH0012815459,0,2017-03-22,1,lifewatch ag: lifewatch publishes 2016 annual report,1.0,CH00128154592017-03-22
27493,40519,Carl Zeiss Meditec AG,DE0005313704,0,2017-03-22,1,carl zeiss meditec ag successfully completes capital increase,0.0,DE00053137042017-03-22
27494,40522,SPORTTOTAL AG,DE000A1EMG56,0,2017-03-22,1, _wige media ag decides capital increase ,0.0,DE000A1EMG562017-03-22
27495,40523,DATAGROUP SE,DE000A0JC8S7,0,2017-03-22,1,datagroup se: management increases guidance for fiscal year 2016/2017,1.0,DE000A0JC8S72017-03-22
27496,40528,CENIT AG,DE0005407100,0,2017-03-22,1,cenit ag takes over french software implementation specialist keonys,0.0,DE00054071002017-03-22
27497,40530,Vossloh Aktiengesellschaft,DE0007667107,0,2017-03-22,1,vossloh aktiengesellschaft: changes of the members of the supervisory board,0.0,DE00076671072017-03-22
27498,40532,PNE AG,DE000A0JBPG2,0,2017-03-22,1,pne wind ag: proposal for dividend and special dividend,1.0,DE000A0JBPG22017-03-22
27499,40537,GfK SE,DE0005875306,0,2017-03-22,1, announcement concerning squeeze-out of minority shareholders in gfk se,1.0,DE00058753062017-03-22
27501,40542,ALLGEIER SE,DE000A2GS633,0,2017-03-23,1,"allgeier se: allgeier se and ciber, inc. start talks on alternative transaction structure",1.0,DE000A2GS6332017-03-23
27503,40547,MBB SE,DE000A0ETBQ4,0,2017-03-23,1,mbb se: ipo of mbb se subsidiary aumann: offer price per share set at eur42.00 at the upper end of the price range,1.0,DE000A0ETBQ42017-03-23
27504,40550,ElringKlinger AG,DE0007856023,0,2017-03-24,1,change to supervisory board of elringklinger,0.0,DE00078560232017-03-24
27505,40552,Eyemaxx Real Estate AG,DE000A0V9L94,0,2017-03-24,1,eyemaxx real estate ag: eyemaxx issues convertible bond of up to eur 20.376 million ,1.0,DE000A0V9L942017-03-24
27506,40555,Infineon Technologies AG,DE0006231004,0,2017-03-24,1,infineon technologies ag: infineon increases outlook for second fiscal quarter of the 2017 fiscal year and for full 2017 fiscal year,1.0,DE00062310042017-03-24
27507,40557,Pyrolyx AG,DE000A2E4L42,0,2017-03-24,1,"pyrolyx ag:management board announces cash capital increase with indirect preemptive rights totaling up to 1,597,238 new shares ",0.0,DE000A2E4L422017-03-24
27508,40562,PAION AG,DE000A0B65S3,0,2017-03-26,1,paion reports positive headline data in u.s. clinical safety trial of remimazolam in high-risk patients undergoing colonoscopy,1.0,DE000A0B65S32017-03-26
27509,40565,LifeWatch AG,CH0012815459,0,2017-03-27,1,lifewatch ag: lifewatch now operational in turkey,0.0,CH00128154592017-03-27
27510,40567,Cham Group AG,CH0001931853,0,2017-03-27,1,cham paper group holding ag: full year 2016 - progress in all areas,1.0,CH00019318532017-03-27
27511,40569,AEVIS VICTORIA SA,CH0478634105,0,2017-03-27,1,aevis victoria sa - publication of annual report 2016,1.0,CH04786341052017-03-27
27512,40576,Leoni AG,DE0005408884,0,2017-03-27,1,leoni ag: the supervisory board of leoni ag revises nomination for election of the shareholder representatives - dr werner rupp declares to resign mandate effective 30 april 2017,1.0,DE00054088842017-03-27
27513,40580,PAION AG,DE000A0B65S3,0,2017-03-27,1,paion successfully completes patient recruitment in u.s. phase iii study with remimazolam for procedural sedation during bronchoscopy,1.0,DE000A0B65S32017-03-27
27514,40582,Jungfraubahn Holding AG,CH0017875789,0,2017-03-28,1,jungfraubahn holding ag: change in the executive board of the jungfrau railway group,0.0,CH00178757892017-03-28
27515,40586,YOC AG,DE0005932735,0,2017-03-28,1,yoc ag: yoc announces around 35 % revenue increase for q1 / 2017,1.0,DE00059327352017-03-28
27516,40588,Holmes Investment Properties PLC,GB00B61DTR94,0,2017-03-28,1,cariboo gold mines plc : completes purchase of holmes investment properties,1.0,GB00B61DTR942017-03-28
27517,40589,Leifheit Aktiengesellschaft,DE0006464506,0,2017-03-28,1,leifheit aktiengesellschaft: management and supervisory board propose special dividend,1.0,DE00064645062017-03-28
27518,40596,HOCHDORF Holding AG,CH0024666528,0,2017-03-28,1,hochdorf holding ag: successful placement of mandatory convertible securities,0.0,CH00246665282017-03-28
27519,40600,Mobimo Holding AG,CH0011108872,0,2017-03-28,1,mobimo holding ag: general meeting approves all motions proposed by the board of directors,1.0,CH00111088722017-03-28
27520,40603,LifeWatch AG,CH0012815459,0,2017-03-29,1,lifewatch ag: change in the board of directors at lifewatch ag,0.0,CH00128154592017-03-29
27521,40606,Deutsche Börse AG,DE0005810055,0,2017-03-29,1,deutsche börse ag: recommended all-share merger between deutsche börse ag and london stock exchange group plc - european commission prohibits recommended all-share merger between deutsche börse ag and london stock exchange group plc ,1.0,DE00058100552017-03-29
27522,40609,Westag & Getalit AG,DE0007775231,0,2017-03-29,1,westag & getalit ag: sales and earnings growth in 2016; management board and supervisory board propose payment of an increased dividend of eur 1.00 per preference share and of eur 0.94 per ordinary share,1.0,DE00077752312017-03-29
27524,40612,Holmes Investment Properties PLC,GB00B61DTR94,0,2017-03-29,1,cariboo gold mines announces name change to holmes investment properties plc,0.0,GB00B61DTR942017-03-29
27525,40613,Biotest AG,DE0005227235,0,2017-03-29,1,biotest ag: discussions regarding business combination,1.0,DE00052272352017-03-29
27526,40615,Holmes Investment Properties PLC,GB00B61DTR94,0,2017-03-30,1,holmes investment properties plc announce eur2.5 million investment ,0.0,GB00B61DTR942017-03-30
27529,40620,Basler AG,DE0005102008,0,2017-03-30,1,basler ag reports annual forecast for 2017: the company expects strong growth in 2017,1.0,DE00051020082017-03-30
27531,40629,HIGHLIGHT COMMUNICATIONS AG,CH0006539198,0,2017-03-30,1,measures against hostile takeover attempts ,0.0,CH00065391982017-03-30
27533,40635,Deutsche Börse AG,DE0005810055,0,2017-03-31,1,deutsche börse ag: recommended all-share merger between deutsche börse ag and london stock exchange group plc - european commission prohibits recommended all-share merger between deutsche börse ag and london stock exchange group plc,1.0,DE00058100552017-03-31
27534,40638,ALLGEIER SE,DE000A2GS633,0,2017-03-31,1,allgeier se: purchase agreement cannot be implemented as planned due to german ciber companies filing for insolvency - negotiations about already envisaged asset deal to continue nevertheless,1.0,DE000A2GS6332017-03-31
27535,40640,ENCAVIS AG,DE0006095003,0,2017-03-31,1,capital stage ag increases dividend for 2016 and announces dividend strategy,0.0,DE00060950032017-03-31
27536,40642,MARNA Beteiligungen AG,DE000A0H1GY2,0,2017-03-31,1,marenave schiffahrts ag: conclusion of definitive agreements for the release of marenave from liability,1.0,DE000A0H1GY22017-03-31
27538,40650,comdirect bank AG,DE0005428007,0,2017-04-03,1,comdirect bank ag: comdirect bank ag plans merger with onvista bank gmbh  ,0.0,DE00054280072017-04-03
27539,40652,SÜSS MicroTec SE,DE000A1K0235,0,2017-04-03,1,süss microtec ag: publication of the preliminary order intake for the first quarter 2017 and increase of the sales and ebit expectation for the full fiscal year 2017,1.0,DE000A1K02352017-04-03
27540,40654,DATAGROUP SE,DE000A0JC8S7,0,2017-04-03,1,datagroup se: datagroup signs purchase contract for hansecom gesellschaft für informationstechnologie mbh,0.0,DE000A0JC8S72017-04-03
27541,40656,Porsche Automobil Holding SE,DE000PAH0038,0,2017-04-03,1,porsche automobil holding se: change in the shareholder structure,0.0,DE000PAH00382017-04-03
27542,40658,AutoBank AG,AT0000A0K1J1,0,2017-04-03,1,autobank ag: wandlung von ergänzungskapital,0.0,AT0000A0K1J12017-04-03
27543,40662,Orascom Development Holding AG,CH0038285679,0,2017-04-04,1,orascom development holding ag fy 2016 results guidance ,0.0,CH00382856792017-04-04
27544,40664,Peach Property Group AG,CH0118530366,0,2017-04-04,1,peach property group resolves capital increase; kreissparkasse biberach becomes new anchor investor with 7.8% shares,0.0,CH01185303662017-04-04
27545,40666,Carl Zeiss Meditec AG,DE0005313704,0,2017-04-04,1,carl zeiss meditec group achieves first half  2016/17 revenue of approximately eur 580 million,0.0,DE00053137042017-04-04
27546,40670,MBB SE,DE000A0ETBQ4,0,2017-04-04,1,mbb se proposes a special dividend following the aumann ipo and projects further strong revenue growth to eur390 million in 2017 ,0.0,DE000A0ETBQ42017-04-04
27547,40672,Leclanché SA,CH0110303119,0,2017-04-04,1,leclanché sa: leclanché increases revenue by 56% in full year 2016 financial results and achieves key growth plan milestones,0.0,CH01103031192017-04-04
27549,40682,IMMOFINANZ AG,AT0000A21KS2,0,2017-04-05,1,immofinanz ag: immofinanz ag: agreement in principle to settle the legal proceedings over the review of the exchange ratio applied to the merger of immoeast and immofinanz,1.0,AT0000A21KS22017-04-05
27550,40686,Clere AG,DE000A2AA402,0,2017-04-05,1,clere ag: acquires solar parks in great britain,0.0,DE000A2AA4022017-04-05
27556,40700,ALLGEIER SE,DE000A2GS633,0,2017-04-06,1,allgeier se: allgeier is negotiating with ciber insolvency administrator about continuing the business of german ciber companies ,1.0,DE000A2GS6332017-04-06
27557,40701,SPORTTOTAL AG,DE000A1EMG56,0,2017-04-06,1,_wige media ag: capital increase fully placed ,1.0,DE000A1EMG562017-04-06
27558,40702,SHW AG,DE000A1JBPV9,0,2017-04-06,1,shw ag:  investment of anhui arn group in shw shares was made to pursue strategic purposes,1.0,DE000A1JBPV92017-04-06
27559,40704,3W Power S.A. / AEG Power Solutions,LU1072910919,0,2017-04-06,1,3w power s.a. / aeg power solutions: creditor meeting and local court approve restructuring plan for german subsidiary ,1.0,LU10729109192017-04-06
27560,40706,VZ Holding AG,CH0028200837,0,2017-04-06,1,vz holding ag: vz shareholders approve of board of directors' motions,1.0,CH00282008372017-04-06
27561,40711,Kontron S&T AG,DE0006053952,0,2017-04-06,1,equity strengthening via capital increase,1.0,DE00060539522017-04-06
27562,40714,Ferratum Oyj,FI4000106299,0,2017-04-06,1,ferratum oyj: stock exchange release,0.0,FI40001062992017-04-06
27563,40716,Biotest AG,DE0005227235,0,2017-04-07,1,biotest ag: takeover offer: chinese strategic investor creat to make a voluntary public takeover offer for the shares of biotest ag,1.0,DE00052272352017-04-07
27564,40718,Schweizer Electronic AG,DE0005156236,0,2017-04-07,1,schweizer electronic ag: preliminary unaudited group figures for fiscal year 2016,0.0,DE00051562362017-04-07
27565,40720,WashTec AG,DE0007507501,0,2017-04-07,1,washtec ag: washtec raises full year guidance,1.0,DE00075075012017-04-07
27566,40722,LPKF Laser & Electronics Aktiengesellschaft,DE0006450000,0,2017-04-07,1,lpkf increases revenue in first quarter 2017 by 65%,1.0,DE00064500002017-04-07
27568,40725,EASY SOFTWARE AG,DE000A2YN991,0,2017-04-07,1,"easy software ag: legal proceedings for indemnities, decisions by the the superior provincial court düsseldorf",0.0,DE000A2YN9912017-04-07
27569,40728,Leclanché SA,CH0110303119,0,2017-04-07,1,leclanché announces chf 2.7 million equity investment by baring asset management as part of broader capital raising,0.0,CH01103031192017-04-07
27570,40731,Constantin Medien AG,DE0009147207,0,2017-04-07,1,"constantin medien ag: publication of the annual and consolidated financial statements of constantin medien ag for the fiscal year 2016 will not take place until after april 30, 2017 ",0.0,DE00091472072017-04-07
27571,40733,Fresenius SE & Co. KGaA,DE0005785604,0,2017-04-07,1,"fresenius se & co. kgaa: fresenius se & co. kgaa confirms discussions with akorn, inc.",1.0,DE00057856042017-04-07
27572,40736,LifeWatch AG,CH0012815459,0,2017-04-09,1,"lifewatch ag: biotelemetry, inc. launches a tender offer to acquire lifewatch ag",1.0,CH00128154592017-04-09
27573,40738,STADA Arzneimittel AG,DE0007251803,0,2017-04-10,1,stada supports the voluntary public tender offer by bain capital and cinven worth euro 66.00 per share ,1.0,DE00072518032017-04-10
27574,40740,ADLER Real Estate AG,DE0005008007,0,2017-04-10,1,adler real estate ag: adler real estate aktiengesellschaft decides to tap the 2015/2020 corporate bond (eur 350 million; 4.75 %) with target proceeds of eur 100 million and to call the 2014/2019 corporate bond (eur 130 million; 6.00 %) ,0.0,DE00050080072017-04-10
27575,40742,AEVIS VICTORIA SA,CH0478634105,0,2017-04-10,1,aevis victoria sa takes note of biotelemetry's competing takeover offer for lifewatch ltd,0.0,CH04786341052017-04-10
27576,40749,SNP Schneider-Neureither & Partner SE,DE0007203705,0,2017-04-10,1,snp schneider-neureither & partner ag forges ahead with internationalization / conversion into a european company (se) is planned,0.0,DE00072037052017-04-10
27577,40751,Adler Modemärkte AG,DE000A1H8MU2,0,2017-04-10,1,adler modemärkte ag: change in management board: lothar schäfer terminates his office in the management board end of april - andrew thorndike new member ,1.0,DE000A1H8MU22017-04-10
27578,40754,LifeWatch AG,CH0012815459,0,2017-04-10,1,lifewatch ag: link to lifewatch and biotelemetry press conference ,1.0,CH00128154592017-04-10
27579,40756,Orascom Development Holding AG,CH0038285679,0,2017-04-11,1,orascom development holding ag: enhanced operational performance across all destinations yet bottom line results were impacted by fx losses derived from its egyptian largest subsidiary orascom hotels & development (ohd) after the central bank of egypt's (cbe) decision to float the egyptian pound (egp),1.0,CH00382856792017-04-11
27580,40758,Von Roll Holding AG,CH0003245351,0,2017-04-11,1,von roll reports a successful first quarter 2017,1.0,CH00032453512017-04-11
27581,40760,publity AG,DE0006972508,0,2017-04-11,1,publity receives a further mandate in a low billion euro range from a south american investor,1.0,DE00069725082017-04-11
27582,40763,DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,DE0005498901,0,2017-04-11,1,data modul aktiengesellschaft produktion und vertrieb von elektronischen systemen: arrow central europe holding munich gmbh intends to enter into a domination and profit transfer agreement ,1.0,DE00054989012017-04-11
27584,40767,NANOGATE SE,DE000A0JKHC9,0,2017-04-11,1,nanogate ag: significant increase in consolidated net income for the 2016 fiscal year,0.0,DE000A0JKHC92017-04-11
27585,40769,Zug Estates Holding AG,CH0148052126,0,2017-04-11,1,general meeting of shareholders of zug estates holding ag approves all proposals of the board of directors,1.0,CH01480521262017-04-11
27586,40772,Daimler AG,DE0007100000,0,2017-04-11,1,daimler ag: daimler group's ebit significantly better than market expectations in first quarter 2017,0.0,DE00071000002017-04-11
27587,40774,Edisun Power Europe AG,CH0024736404,0,2017-04-12,1,strong annual result affirms strategy,1.0,CH00247364042017-04-12
27588,40777,PUMA SE,DE0006969603,0,2017-04-12,1,puma se: puma publishes preliminary results for the first quarter 2017 and raises full-year guidance for 2017,1.0,DE00069696032017-04-12
27589,40779,Mutares SE & Co. KGaA,DE000A2NB650,0,2017-04-12,1,mutares ag: development of the organization is progressing,1.0,DE000A2NB6502017-04-12
27590,40781,DEMIRE Deutsche Mittelstand Real Estate AG,DE000A0XFSF0,0,2017-04-12,1,hon.-prof. andreas steyer leaves demire ag,0.0,DE000A0XFSF02017-04-12
27591,40783,ALLGEIER SE,DE000A2GS633,0,2017-04-12,1,allgeier se: allgeier se concludes agreement with ciber insolvency administrator to take over customer relationships and other assets of the ciber group's german companies,1.0,DE000A2GS6332017-04-12
27592,40784,Drägerwerk AG & Co. KGaA,DE0005550602,0,2017-04-12,1,drägerwerk ag & co. kgaa: dräger closes the first quarter with a considerable improvement in earnings,1.0,DE00055506022017-04-12
27593,40787,adesso SE,DE000A0Z23Q5,0,2017-04-12,1,adesso ag: increase in the dividend by 20 % to eur 0.36 per share proposed,1.0,DE000A0Z23Q52017-04-12
27594,40790,SinnerSchrader AG,DE0005141907,0,2017-04-12,1,sinnerschrader ag:  business continued positive trend in the second quarter / revenue 14 per cent over previous year; ebita nearly doubled / forecast for the entire 2016/2017 financial year confirmed,0.0,DE00051419072017-04-12
27595,40792,DEMIRE Deutsche Mittelstand Real Estate AG,DE000A0XFSF0,0,2017-04-13,1,demire deutsche mittelstand real estate ag: demire significantly falls below ffo-forecast for 2016 and does not maintain ffo-forecast for 2017,0.0,DE000A0XFSF02017-04-13
27597,40795,Einhell Germany AG,DE0005654933,0,2017-04-13,1,einhell germany ag: financial figures for the year 2016 are confirmed,1.0,DE00056549332017-04-13
27598,40799,adesso SE,DE000A0Z23Q5,0,2017-04-14,1,adesso ag: successful fourth quarter results in a 61 % increase in ebitda for full year 2016 to eur 23.1 million and a 161 % increase in eps to eur 2.14,0.0,DE000A0Z23Q52017-04-14
27599,40804,Advanced Vision Technology Ltd.,IL0010837248,0,2017-04-18,1,advanced vision technology ltd.: special shareholder meeting approves the merger of advanced vision technology (a.v.t.) ltd.,0.0,IL00108372482017-04-18
27600,40806,Volkswagen AG,DE0007664039,0,2017-04-18,1,volkswagen ag: volkswagen informs: operating result for the volkswagen group is significantly higher than market expectations for the first quarter of 2017,1.0,DE00076640392017-04-18
27601,40808,mybet Holding SE,DE000A2LQ009,0,2017-04-18,1,mybet holding se: credit facility from westlotto interim financing expanded,0.0,DE000A2LQ0092017-04-18
27602,40810,BUWOG AG,AT00BUWOG001,0,2017-04-18,1,buwog ag: buwog increases guidance for recurring ffo for its financial year 2016/17,0.0,AT00BUWOG0012017-04-18
27603,40812,NANOGATE SE,DE000A0JKHC9,0,2017-04-18,1,nanogate ag: capital increase agreed,0.0,DE000A0JKHC92017-04-18
27604,40814,LifeWatch AG,CH0012815459,0,2017-04-18,1,lifewatch ag: change in the board of directors at lifewatch ag,1.0,CH00128154592017-04-18
27605,40816,Jungfraubahn Holding AG,CH0017875789,0,2017-04-19,1,jungfraubahn holding ag: 30.9 million profit for jungfrau railway group  ,0.0,CH00178757892017-04-19
27606,40818,ad pepper media International N.V.,NL0000238145,0,2017-04-19,1,ad pepper media international n.v. posts strong first-quarter growth,0.0,NL00002381452017-04-19
27607,40820,NANOGATE SE,DE000A0JKHC9,0,2017-04-19,1,nanogate ag: capital increase successfully placed,1.0,DE000A0JKHC92017-04-19
27608,40822,ZhongDe Waste Technology AG,DE000ZDWT018,0,2017-04-19,1,zhongde waste technology ag: publication of annual report 2016 postponed,0.0,DE000ZDWT0182017-04-19
27610,40827,GK Software SE,DE0007571424,0,2017-04-19,1,gk software ag intends to change its legal form into a european company (se),1.0,DE00075714242017-04-19
27613,40832,Bayerische Motoren Werke Aktiengesellschaft,DE0005190003,0,2017-04-20,1,bayerische motoren werke aktiengesellschaft: profit before tax and revenues of bmw group above market expectations in first quarter of 2017,0.0,DE00051900032017-04-20
27614,40835,Viscom AG,DE0007846867,0,2017-04-20,1,viscom ag: viscom ag sees revenue and earnings growth in the first quarter of 2017 ,1.0,DE00078468672017-04-20
27615,40837,Aareal Bank AG,DE0005408116,0,2017-04-20,1,aareal bank group: reversal of provisions set aside within the scope of the acquisition of corealcredit bank ag,1.0,DE00054081162017-04-20
27616,40839,R. Stahl AG,DE000A1PHBB5,0,2017-04-20,1,r. stahl ag: the supervisory board and executive board of r. stahl ag propose a dividend payment of eur 0.60 per share for fy 2016; preliminary figures for q1 2017 lead to refinement of the outlook for fy 2017,1.0,DE000A1PHBB52017-04-20
27617,40841,Kardex AG,CH0100837282,0,2017-04-20,1,annual general meeting of kardex ag approves all motions by the board of directors,1.0,CH01008372822017-04-20
27619,40846,Vita 34 AG,DE000A0BL849,0,2017-04-20,1,vita 34 ag: vita 34 concludes purchase agreement for the entire acquisition of its competitor seracell pharma ag,0.0,DE000A0BL8492017-04-20
27620,40848,BB BIOTECH AG,CH0038389992,0,2017-04-21,1,bb biotech reports pleasing quarterly results,1.0,CH00383899922017-04-21
27621,40851,Vectron Systems AG,DE000A0KEXC7,0,2017-04-21,1,vectron systems ag: strong growth continues in first quarter 2017,0.0,DE000A0KEXC72017-04-21
27622,40859,MOLOGEN AG,DE000A2LQ900,0,2017-04-22,1,mologen ag: results of the exploratory phase ii study in extensive-disease small-cell lung cancer (sclc) ,1.0,DE000A2LQ9002017-04-22
27623,40862,Heidelberg Pharma AG,DE000A11QVV0,0,2017-04-24,1,wilex ag plans rights issue using authorised capital,1.0,DE000A11QVV02017-04-24
27625,40866,CropEnergies AG,DE000A0LAUP1,0,2017-04-24,1,cropenergies ag: cropenergies executive board proposes doubling dividend for financial year 2016/17,1.0,DE000A0LAUP12017-04-24
27626,40870,Südzucker AG,DE0007297004,0,2017-04-24,1,südzucker ag: südzucker management board decides about dividend recommendation for business year 2016/17,0.0,DE00072970042017-04-24
27631,40879,ALLGEIER SE,DE000A2GS633,0,2017-04-24,1,allgeier se: supervisory board approves fy 2016 financial statements and proposes dividend,0.0,DE000A2GS6332017-04-24
27632,40880,Coreo AG,DE000A0B9VV6,0,2017-04-24,1,coreo ag announces publication of annual results for 2016,1.0,DE000A0B9VV62017-04-24
27633,40886,alstria office REIT-AG,DE000A0LD2U1,0,2017-04-24,1,"alstria office reit-ag: acquisition of a portfolio of twelve office buildings in hamburg, düsseldorf and berlin",0.0,DE000A0LD2U12017-04-24
27634,40888,Fresenius SE & Co. KGaA,DE0005785604,0,2017-04-24,1,fresenius se & co. kgaa: fresenius kabi to strengthen and diversify product portfolio by acquiring akorn and merck kgaa's biosimilars business ,1.0,DE00057856042017-04-24
27635,40890,LifeWatch AG,CH0012815459,0,2017-04-24,1,"lifewatch ag: biotelemetry, inc. issues prospectus for public tender offer to acquire lifewatch ag",1.0,CH00128154592017-04-24
27638,40896,Manz AG,DE000A0JQ5U3,0,2017-04-25,1,manz ag: ceo and company founder dieter manz plans move to supervisory board ,0.0,DE000A0JQ5U32017-04-25
27639,40899,ADLER Real Estate AG,DE0005008007,0,2017-04-25,1,adler real estate ag: the management and supervisory boards will be proposing a capital increase from company funds and the issue of bonus shares at a ratio of 10:1 of existing share capital for approval by the 2017 annual general meeting,1.0,DE00050080072017-04-25
27640,40903,Hypoport AG,DE0005493365,0,2017-04-25,1,hypoport ag expects significant year-on-year rise in q1 revenue and earnings,1.0,DE00054933652017-04-25
27641,40905,DF Deutsche Forfait AG,DE000A2AA204,0,2017-04-25,1,df deutsche forfait ag: further write-downs against the restructuring portfolio ,0.0,DE000A2AA2042017-04-25
27642,40907,CTS Eventim AG & Co. KGaA,DE0005470306,0,2017-04-25,1,cts eventim ag & co. kgaa: cts eventim ag & co. kgaa was informed that kps stiftung intends to place shares ,0.0,DE00054703062017-04-25
27643,40909,Ringmetall Aktiengesellschaft,DE0006001902,0,2017-04-25,1,jörg rafael resigns from management board of ringmetall ag as planned,0.0,DE00060019022017-04-25
27646,40914,Epigenomics AG,DE000A11QW50,0,2017-04-26,1,epigenomics ag: blitz f16-83 gmbh to launch takeover offer for epigenomics ag,1.0,DE000A11QW502017-04-26
27647,40918,Kontron S&T AG,DE0006053952,0,2017-04-26,1,kontron ag announces details of planned merger,1.0,DE00060539522017-04-26
27648,40920,LifeWatch AG,CH0012815459,0,2017-04-26,1,lifewatch ag: lifewatch publishes results of annual general meeting ,0.0,CH00128154592017-04-26
27649,40924,Westag & Getalit AG,DE0007775231,0,2017-04-26,1,westag & getalit ag: group sales revenues and earnings slightly below prior year in q1 2017 ,0.0,DE00077752312017-04-26
27650,40927,Biotest AG,DE0005227235,0,2017-04-26,1,biotest ag: biotest recalls human albumin and reduces forecast,0.0,DE00052272352017-04-26
27651,40929,Deutsche Börse AG,DE0005810055,0,2017-04-26,1,deutsche börse ag: executive board plans implementation of share buyback program with a volume of around eur 200 million in the second half-year 2017,0.0,DE00058100552017-04-26
27652,40932,Aves One AG,DE000A168114,0,2017-04-26,1,aves one ag: key financial figures for the business year 2016,1.0,DE000A1681142017-04-26
27653,40934,Airbus SE,NL0000235190,0,2017-04-27,1,airbus reports first quarter (q1) 2017 results  ,1.0,NL00002351902017-04-27
27655,40940,Telefónica Deutschland Holding AG,DE000A1J5RX9,0,2017-04-27,1,telefónica deutschland holding ag: reactive statement manager magazin,1.0,DE000A1J5RX92017-04-27
27656,40942,United Labels AG,DE0005489561,0,2017-04-27,1,united labels ag: improved earnings in first quarter,0.0,DE00054895612017-04-27
27657,40944,OHB SE,DE0005936124,0,2017-04-27,1,ohb se: proposal of ohb system ag for further 8 satellites for the european navigation system galileo selected by esa,1.0,DE00059361242017-04-27
27658,40946,Varengold Bank AG,DE0005479307,0,2017-04-27,1,varengold bank ag: planned cash capital increase with indirect subscription right,0.0,DE00054793072017-04-27
27659,40952,LPKF Laser & Electronics Aktiengesellschaft,DE0006450000,0,2017-04-27,1,lpkf receives further major orders from solar industry,1.0,DE00064500002017-04-27
27660,40954,SNP Schneider-Neureither & Partner SE,DE0007203705,0,2017-04-28,1,snp ag pursues acquisition of a european sap consulting and it company,0.0,DE00072037052017-04-28
27662,40958,Air Berlin PLC,GB00B128C026,0,2017-04-28,1,"air berlin plc: for financial year 2016, air berlin realised group revenue of eur 3.79 billion and an operating result of eur -667.1 million. for the first quarter of 2017, group revenue was eur 649.6 million and the operating result eur -272.3 million",1.0,GB00B128C0262017-04-28
27663,40960,United Power Technology AG,DE000A1EMAK2,0,2017-04-28,1,united power technology ag: publication of annual report 2016 delayed,1.0,DE000A1EMAK22017-04-28
27664,40961,SolarWorld AG i.I.,DE000A1YCMM2,0,2017-04-28,1,solarworld ag: preliminary business figures for first quarter 2017,1.0,DE000A1YCMM22017-04-28
27665,40967,Highlight Event and Entertainment AG,CH0003583256,0,2017-04-28,1,2016 annual report ,1.0,CH00035832562017-04-28
27667,40974,3W Power S.A. / AEG Power Solutions,LU1072910919,0,2017-05-02,1,3w power s.a. / aeg power solutions: self-administration proceeding over german subsidiary successfully concluded and repealed,1.0,LU10729109192017-05-02
